Project Name,Package Name,Type Name,Code Smell
jEdit,org.gjt.sp.jedit.pluginmgr,SelectallButton,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,StringMapHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,ChoosePluginSet,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,ClearPluginSet,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,ClearPluginSet,Broken Hierarchy
jEdit,org.gjt.sp.jedit.pluginmgr,InstallButton,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,EntryCompare,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,TextRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,KeyboardAction,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,TableFocusHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,HeaderRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,ManagePanel,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.pluginmgr,ManagePanel,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,ManagePanel,Insufficient Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,ManagePanelRestoreHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,Entry,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,PluginTableModel,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,TextRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,HideLibrariesButton,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,RestoreButton,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,RestoreButton,Broken Hierarchy
jEdit,org.gjt.sp.jedit.pluginmgr,SaveButton,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,SaveButton,Broken Hierarchy
jEdit,org.gjt.sp.jedit.pluginmgr,RemoveButton,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,FindOrphan,Imperative Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,FindOrphan,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,HelpButton,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,EntryCompare,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,EntryCompare,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.pluginmgr,HeaderMouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,CleanupActionListener,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,KeyboardAction,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,TableFocusHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,HeaderRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,TableSelectionListener,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,MirrorList,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.pluginmgr,MirrorList,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,Mirror,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.pluginmgr,Mirror,Broken Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,MirrorCompare,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,MirrorListHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,PluginDetailPanel,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,PluginList,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.pluginmgr,PluginList,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,Plugin,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,Dependency,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,PluginListHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,PluginManager,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.pluginmgr,PluginManager,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,ListUpdater,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,PluginManagerProgress,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,WindowHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,RosterThread,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,Remove,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,Install,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,BasicPrintPreviewPaneUI,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,BasicPrintPreviewPaneUI,Broken Hierarchy
jEdit,org.gjt.sp.jedit.print,BufferPrintable,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,BufferPrintable1_7,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,PrintTabExpander,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,BufferPrinter1_7,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.print,JobListener,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,PageBreakExtension,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,PageBreakExtension,Unexploited Encapsulation
jEdit,org.gjt.sp.jedit.print,PageBreakExtension,Missing Hierarchy
jEdit,org.gjt.sp.jedit.print,PrinterDialog,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.print,PrinterDialog,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.print,PrinterDialog,Insufficient Modularization
jEdit,org.gjt.sp.jedit.print,GeneralPanel,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,PrintServiceCellRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,PageSetupPanel,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.print,SidesCellRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,OrientationCellRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,FinishingCellRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,JobPanel,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,Priority,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.print,AdvancedPanel,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,QualityCellRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,ChromaticityCellRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,jEditPanel,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,MyButtonGroup,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,PrintPreview,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,PrintPreviewModel,Insufficient Modularization
jEdit,org.gjt.sp.jedit.print,PrintPreviewPaneUI,Unnecessary Abstraction
jEdit,org.gjt.sp.jedit.print,PrintPreviewPaneUI,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,PrintRangeType,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.proto.jeditresource,Handler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,AllBufferSet,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,BufferListSet,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,CurrentBufferSet,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,DirectoryListSet,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,DirectoryListSet,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.search,HyperSearchFileNode,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.search,HyperSearchFileNode,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.search,HyperSearchNode,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.search,HyperSearchOperationNode,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.search,HyperSearchRequest,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,HyperSearchResult,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.search,HyperSearchResult,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.search,Occur,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.search,GotoDelayed,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,HyperSearchResults,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,HyperSearchResults,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.search,HyperSearchResults,Unexploited Encapsulation
jEdit,org.gjt.sp.jedit.search,HyperSearchResults,Missing Hierarchy
jEdit,org.gjt.sp.jedit.search,HyperSearchResults,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.search,HyperSearchResults,Insufficient Modularization
jEdit,org.gjt.sp.jedit.search,ActionHandler,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.search,HighlightingTree,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,KeyHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,MouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,MouseHandler,Unexploited Encapsulation
jEdit,org.gjt.sp.jedit.search,MouseHandler,Missing Hierarchy
jEdit,org.gjt.sp.jedit.search,RemoveTreeNodeAction,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,RemoveAllTreeNodesAction,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,NewSearchAction,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,ExpandChildTreeNodesAction,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,CopyToClipboardAction,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,ToStringNodes,Unexploited Encapsulation
jEdit,org.gjt.sp.jedit.search,ToStringNodes,Missing Hierarchy
jEdit,org.gjt.sp.jedit.search,ToStringNodes,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.search,CollapseChildTreeNodesAction,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,RedoSearchAction,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,TreeDisplayAction,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,GoToNodeAction,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,ResultCellRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,ResultCellRenderer,Broken Hierarchy
jEdit,org.gjt.sp.jedit.search,ResultCellRenderer,Missing Hierarchy
jEdit,org.gjt.sp.jedit.search,ResultTreeTransferHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,ResultVisitor,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.search,BufferLoadedVisitor,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,BufferClosedVisitor,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,TreeNodeCallbackAdapter,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,SearchAndReplace,Unexploited Encapsulation
jEdit,org.gjt.sp.jedit.search,SearchAndReplace,Missing Hierarchy
jEdit,org.gjt.sp.jedit.search,SearchAndReplace,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.search,SearchAndReplace,Insufficient Modularization
jEdit,org.gjt.sp.jedit.search,SearchBar,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.search,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,DocumentHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,KeyHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,FocusHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,SearchDialog,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,SearchDialog,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.search,SearchDialog,Unexploited Encapsulation
jEdit,org.gjt.sp.jedit.search,SearchDialog,Missing Hierarchy
jEdit,org.gjt.sp.jedit.search,SearchDialog,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.search,SearchDialog,Insufficient Modularization
jEdit,org.gjt.sp.jedit.search,ReplaceActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,SettingsActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,MultiFileActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,ButtonActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,FocusOrder,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.search,SearchFileSet,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.search,SearchMatcher,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.search,Match,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.syntax,Chunk,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.syntax,Chunk,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.syntax,Chunk,Insufficient Modularization
jEdit,org.gjt.sp.jedit.syntax,FontSubstitution,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.syntax,GlyphKey,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.syntax,DefaultTokenHandler,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.syntax,DisplayTokenHandler,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.syntax,DisplayTokenHandler,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.syntax,DisplayTokenHandler,Insufficient Modularization
jEdit,org.gjt.sp.jedit.syntax,LineBreaker,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.syntax,DummyTokenHandler,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.syntax,DummyTokenHandler,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.syntax,KeywordMap,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.syntax,KeywordMap,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.syntax,Keyword,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.syntax,ModeProvider,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.syntax,ModeProvider,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.syntax,ParserRule,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.syntax,ParserRule,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.syntax,ParserRuleSet,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.syntax,ParserRuleSet,Insufficient Modularization
jEdit,org.gjt.sp.jedit.syntax,Token,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.syntax,Token,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.syntax,TokenHandler,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.syntax,TokenMarker,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.syntax,TokenMarker,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.syntax,TokenMarker,Insufficient Modularization
jEdit,org.gjt.sp.jedit.syntax,LineContext,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.syntax,XModeHandler,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.syntax,TagDecl,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.syntax,TagDecl,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.textarea,Anchor,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,AntiAlias,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.textarea,BufferHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,ChunkCache,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.textarea,LineInfo,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.textarea,CircleFoldPainter,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,ColumnBlock,Broken Hierarchy
jEdit,org.gjt.sp.jedit.textarea,ColumnBlock,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.textarea,ColumnBlock,Insufficient Modularization
jEdit,org.gjt.sp.jedit.textarea,DisplayManager,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.textarea,DisplayManager,Insufficient Modularization
jEdit,org.gjt.sp.jedit.textarea,ElasticTabStopBufferListener,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,ElasticTabStopBufferListener,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.textarea,ElasticTabstopsTabExpander,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.textarea,ExtensionManager,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,FirstLine,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,FoldPainter,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.textarea,Gutter,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.textarea,Gutter,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.textarea,Gutter,Insufficient Modularization
jEdit,org.gjt.sp.jedit.textarea,MouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,InputMethodSupport,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,JEditEmbeddedTextArea,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,JEditEmbeddedTextArea,Broken Hierarchy
jEdit,org.gjt.sp.jedit.textarea,JEditTextArea,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.textarea,JEditTextArea,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.textarea,JEditTextArea,Insufficient Modularization
jEdit,org.gjt.sp.jedit.textarea,MouseActions,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,MouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,RangeMap,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,ScreenLineManager,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,ScrollLayout,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.textarea,ScrollLineCount,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,ScrollListener,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.textarea,Selection,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.textarea,Selection,Insufficient Modularization
jEdit,org.gjt.sp.jedit.textarea,Rect,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.textarea,SelectionManager,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,SelectionManager,Unexploited Encapsulation
jEdit,org.gjt.sp.jedit.textarea,SelectionManager,Missing Hierarchy
jEdit,org.gjt.sp.jedit.textarea,ShapedFoldPainter,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,SquareFoldPainter,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,StandaloneActionSet,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,StandaloneActionSet,Broken Hierarchy
jEdit,org.gjt.sp.jedit.textarea,StatusListener,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.textarea,StructureMatcher,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.textarea,StructureMatcher,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.textarea,BracketMatcher,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,Match,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.textarea,Match,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.textarea,Highlight,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,TextArea,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.textarea,TextArea,Unexploited Encapsulation
jEdit,org.gjt.sp.jedit.textarea,TextArea,Missing Hierarchy
jEdit,org.gjt.sp.jedit.textarea,TextArea,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.textarea,TextArea,Insufficient Modularization
jEdit,org.gjt.sp.jedit.textarea,TextArea,Hub-like Modularization
jEdit,org.gjt.sp.jedit.textarea,LineCharacterBreaker,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.textarea,CaretBlinker,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,AdjustHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,FocusHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,MouseWheelHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,TextAreaBorder,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,TextAreaDropHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,TextAreaException,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,TextAreaMouseHandler,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.textarea,TextAreaPainter,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.textarea,TextAreaPainter,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.textarea,TextAreaPainter,Insufficient Modularization
jEdit,org.gjt.sp.jedit.textarea,PaintLineBackground,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,PaintSelection,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,PaintSelectionText,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,PaintWrapGuide,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,PaintText,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,TextAreaTransferHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,TextAreaSelection,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,DraggedURLLoader,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.textarea,DraggedURLLoader,Broken Hierarchy
jEdit,org.gjt.sp.jedit.textarea,TriangleFoldPainter,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.visitors,JEditVisitor,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.visitors,JEditVisitorAdapter,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.visitors,SaveCaretInfoVisitor,Unutilized Abstraction
jEdit,org.gjt.sp.util,RunRequestsInAWTThread,Unutilized Abstraction
jEdit,org.gjt.sp.util,EnhancedTreeCellRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.util,GenericGUIUtilities,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.util,GenericGUIUtilities,Insufficient Modularization
jEdit,org.gjt.sp.util,Log,Deficient Encapsulation
jEdit,org.gjt.sp.util,LogPrintStream,Unutilized Abstraction
jEdit,org.gjt.sp.util,LogOutputStream,Unutilized Abstraction
jEdit,org.gjt.sp.util,PropertiesBean,Unutilized Abstraction
jEdit,org.gjt.sp.util,ReverseCharSequence,Unutilized Abstraction
jEdit,org.gjt.sp.util,SegmentCharSequence,Unutilized Abstraction
jEdit,org.gjt.sp.util,StandardUtilities,Deficient Encapsulation
jEdit,org.gjt.sp.util,StandardUtilities,Insufficient Modularization
jEdit,org.gjt.sp.util,StringCompare,Unutilized Abstraction
jEdit,org.gjt.sp.util,SyntaxUtilities,Deficient Encapsulation
jEdit,org.gjt.sp.util,Task,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.util,TaskAdapter,Unutilized Abstraction
jEdit,org.gjt.sp.util,TaskListener,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.util,TaskManager,Deficient Encapsulation
jEdit,org.gjt.sp.util,TaskManager,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.util,TaskVisitor,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.util,MyTask,Unutilized Abstraction
jEdit,org.gjt.sp.util,ThreadAbortMonitor,Unutilized Abstraction
jEdit,org.gjt.sp.util,JEditThreadFactory,Unutilized Abstraction
jEdit,org.jedit.core,FileOpenerService,Unutilized Abstraction
jEdit,org.jedit.io,Native2ASCIIReader,Unutilized Abstraction
jEdit,org.jedit.io,Native2ASCIIEncodingTest,Unutilized Abstraction
jEdit,org.jedit.io,Native2ASCIIEncodingTest,Insufficient Modularization
jEdit,org.jedit.io,ThrottledPushbackReader,Unutilized Abstraction
jEdit,org.jedit.keymap,EmacsUtil,Unutilized Abstraction
jEdit,org.jedit.keymap,EmacsUtil,Insufficient Modularization
jEdit,org.jedit.keymap,KeymapFileFilter,Unutilized Abstraction
jEdit,org.jedit.keymap,KeymapImpl,Unutilized Abstraction
jEdit,org.jedit.migration,CheckFileStatus,Unutilized Abstraction
jEdit,org.jedit.migration,CheckFileStatus,Broken Hierarchy
jEdit,org.jedit.migration,KeymapMigration,Unutilized Abstraction
jEdit,org.jedit.migration,OneTimeMigrationService,Broken Hierarchy
jEdit,org.jedit.migration,OneTimeMigrationService,Cyclic-Dependent Modularization
jEdit,org.jedit.options,CombinedOptions,Unutilized Abstraction
jEdit,org.jedit.options,CombinedOptions,Broken Hierarchy
jEdit,org.jedit.options,GlobalOptionGroup,Broken Hierarchy
jEdit,org.jedit.options,OptionGroupPane,Broken Hierarchy
jEdit,org.jedit.options,PluginOptionGroup,Broken Hierarchy
jEdit,org.jedit.options,NoPluginsPane,Unutilized Abstraction
jEdit,org.jedit.options,NoPluginsPane,Broken Hierarchy
jEdit,org.jedit.options,TabbedOptionDialog,Unutilized Abstraction
jEdit,org.jedit.options,TitleChanger,Unutilized Abstraction
